Unnamed: 0,Street address,Zip/Postal Code,Latitude,Longitude,Region,Price,Bedrooms,Bathrooms,Square Footage,Hospital in area,Railway Station in area,School in area,Supermarket in area,Bus Stop in area,Pub in area,Restaurant in area,Cafe in area,Dentist in area,Fast Food in area,Kindergartens in area,Malls in area,Play Ground in area,Parks in area,Post Office in area,geometry,Neighbourhood,Total_crimes (2020-2024),Average_total_crime (per_year),Total_severe_crimes (2020-2024),Average_severe_crimes (per_year),Total_moderate_crimes (2020-2024),Average_moderate_crimes (per_year),Total_minor_crimes (2020-2024),Average_minor_crimes (per_year)
314,1330 Harwood St #708,V6E1S8,49.281647,-123.138072,Vancouver,518300.0,1 bd,1 ba,620 sqft,0,0,5,13,76,12,205,79,0,64,0,0,0,0,11,POINT (-123.138072 49.281647),West End,13175.0,2635.0,2286.0,457.0,1146.0,229.0,9743.0,1949.0
315,2509 W 37th Ave,V6N2T2,49.238678,-123.1629,Vancouver,2048800.0,3 bds,2 ba,"1,348 sqft",0,0,2,4,58,0,31,12,0,8,0,0,0,0,1,POINT (-123.1629 49.238678),Arbutus Ridge,1417.0,283.0,80.0,16.0,278.0,56.0,1059.0,212.0
316,1748 E 55th Ave,V5P1Z6,49.219678,-123.070476,Vancouver,2598000.0,7 bds,6 ba,"3,339 sqft",0,0,1,6,76,0,17,0,0,10,0,0,0,0,0,POINT (-123.070476 49.219678),Victoria-Fraserview,2680.0,536.0,260.0,52.0,272.0,54.0,2148.0,430.0
317,1283 Howe St #3405,V6Z0E3,49.277218,-123.128625,Vancouver,689000.0,1 bd,1 ba,545 sqft,0,3,14,19,124,21,281,127,1,108,0,0,0,0,12,POINT (-123.128625 49.277218),Downtown,49367.0,9873.0,6539.0,1308.0,3466.0,693.0,39362.0,7872.0
318,1461 E 64th Ave,V5P2M4,49.212239,-123.075886,Vancouver,1999999.0,5 bds,3 ba,"2,337 sqft",0,0,1,1,48,0,5,0,0,4,0,0,0,0,0,POINT (-123.075886 49.212239),Victoria-Fraserview,2680.0,536.0,260.0,52.0,272.0,54.0,2148.0,430.0
319,1919 E 3rd Ave,V5N1H4,49.268014,-123.065301,Vancouver,1399000.0,3 bds,3 ba,"1,000 sqft",0,2,0,8,67,2,76,21,0,25,0,0,0,0,4,POINT (-123.065301 49.268014),Grandview-Woodland,8009.0,1602.0,1172.0,234.0,963.0,193.0,5874.0,1175.0
320,168 Powell St #302,V6A0B2,49.282968,-123.100636,Vancouver,468000.0,1 bd,1 ba,557 sqft,0,6,7,7,124,25,111,71,0,67,0,0,0,0,3,POINT (-123.100636 49.282968),Downtown,49367.0,9873.0,6539.0,1308.0,3466.0,693.0,39362.0,7872.0
321,1782 W 6th Ave,V6J0E5,49.266351,-123.148513,Vancouver,1399000.0,2 bds,3 ba,"1,198 sqft",0,0,2,8,77,4,103,45,2,17,0,0,0,0,6,POINT (-123.148513 49.266351),Kitsilano,5811.0,1162.0,305.0,61.0,864.0,173.0,4642.0,928.0
322,1330 Graveley St #302,V5L3A2,49.270304,-123.076584,Vancouver,930000.0,2 bds,1 ba,"1,139 sqft",0,3,0,8,78,3,76,27,0,25,0,0,0,0,3,POINT (-123.076584 49.270304),Grandview-Woodland,8009.0,1602.0,1172.0,234.0,963.0,193.0,5874.0,1175.0
323,289 Drake St #1405,V6B5Z5,49.273825,-123.123708,Vancouver,1458000.0,3 bds,2 ba,"1,265 sqft",1,5,23,17,136,23,306,136,1,114,0,0,0,0,12,POINT (-123.123708 49.273825),Downtown,49367.0,9873.0,6539.0,1308.0,3466.0,693.0,39362.0,7872.0
324,7176 Duff St,V5P4B3,49.218979,-123.06423,Vancouver,1938000.0,5 bds,3 ba,"2,171 sqft",0,0,1,7,71,0,20,2,0,9,0,0,0,0,0,POINT (-123.06423 49.218979),Victoria-Fraserview,2680.0,536.0,260.0,52.0,272.0,54.0,2148.0,430.0
325,8006 Chester St,V5X3Y6,49.212378,-123.089172,Vancouver,1980000.0,5 bds,4 ba,"2,400 sqft",0,0,0,1,47,0,9,3,0,8,0,0,0,0,2,POINT (-123.089172 49.212378),Sunset,5717.0,1143.0,441.0,88.0,389.0,78.0,4887.0,977.0
326,1410 Bute St #500,V6E2A7,49.279374,-123.136619,Vancouver,2980000.0,1 bd,2 ba,"1,600 sqft",0,0,5,16,90,15,239,90,0,71,0,0,0,0,10,POINT (-123.136619 49.279374),West End,13175.0,2635.0,2286.0,457.0,1146.0,229.0,9743.0,1949.0
327,1198 W 55th Ave,V6P7A1,49.220129,-123.133097,Vancouver,10990000.0,4 bds,4 ba,"5,739 sqft",0,0,0,1,59,1,23,7,0,7,0,0,0,0,1,POINT (-123.133097 49.220129),Oakridge,1595.0,319.0,138.0,28.0,346.0,69.0,1111.0,222.0
328,1189 Howe St #2703,V6Z2X4,49.278315,-123.12697,Vancouver,1199000.0,3 bds,2 ba,"1,160 sqft",0,4,23,19,139,23,310,143,1,115,0,0,0,0,13,POINT (-123.12697 49.278315),Downtown,49367.0,9873.0,6539.0,1308.0,3466.0,693.0,39362.0,7872.0
329,1289 Hornby St #3610,V6Z2H7,49.277771,-123.129738,Vancouver,2560000.0,2 bds,3 ba,"1,413 sqft",0,3,11,17,124,20,272,118,0,101,0,0,0,0,11,POINT (-123.129738 49.277771),Downtown,49367.0,9873.0,6539.0,1308.0,3466.0,693.0,39362.0,7872.0
330,4658 Elm St,V6L2L2,49.244648,-123.164354,Vancouver,9680000.0,5 bds,6 ba,"5,375 sqft",0,0,1,5,55,0,24,9,0,6,0,0,0,0,1,POINT (-123.164354 49.244648),Arbutus Ridge,1417.0,283.0,80.0,16.0,278.0,56.0,1059.0,212.0
331,646 Union St,V6A2B9,49.277229,-123.090532,Vancouver,1690000.0,4 bds,2 ba,"2,354 sqft",0,2,1,3,103,9,52,23,0,10,0,0,0,0,1,POINT (-123.090532 49.277229),Strathcona,12000.0,2400.0,2777.0,555.0,1155.0,231.0,8068.0,1614.0
332,2596 W 14th Ave,V6K2W7,49.259056,-123.164641,Vancouver,5875000.0,7 bds,6 ba,"4,129 sqft",0,0,0,9,79,4,65,24,0,11,0,0,0,0,3,POINT (-123.164641 49.259056),Kitsilano,5811.0,1162.0,305.0,61.0,864.0,173.0,4642.0,928.0
333,693 Moberly Rd,V5Z4A4,49.267062,-123.120499,Vancouver,1198000.0,2 bds,3 ba,"1,412 sqft",1,3,10,11,98,12,205,71,1,57,0,0,0,0,8,POINT (-123.120499 49.267062),Fairview,7292.0,1458.0,456.0,91.0,1071.0,214.0,5765.0,1153.0
334,6011 Adera St,V6M3J3,49.231498,-123.143836,Vancouver,9480000.0,6 bds,7 ba,"5,388 sqft",0,0,1,2,73,0,21,10,0,4,0,0,0,0,1,POINT (-123.143836 49.231498),Kerrisdale,1477.0,295.0,107.0,21.0,362.0,72.0,1008.0,202.0
335,455 SW Marine Dr #1005,V5X2S9,49.211163,-123.115988,Vancouver,938000.0,2 bds,2 ba,753 sqft,0,1,0,1,22,1,4,7,1,6,0,0,0,0,2,POINT (-123.115988 49.211163),Marpole,4012.0,802.0,354.0,71.0,643.0,129.0,3015.0,603.0
336,1328 W 73rd Ave #8,V6P3E7,49.204077,-123.135596,Vancouver,599900.0,2 bds,1 ba,883 sqft,0,2,0,1,60,1,42,13,0,15,0,0,0,0,0,POINT (-123.135596 49.204077),Marpole,4012.0,802.0,354.0,71.0,643.0,129.0,3015.0,603.0
337,2528 Maple St #407,V6J0B5,49.263465,-123.149961,Vancouver,728800.0,1 bd,1 ba,661 sqft,0,0,1,8,83,4,100,42,2,16,0,0,0,0,5,POINT (-123.149961 49.263465),Kitsilano,5811.0,1162.0,305.0,61.0,864.0,173.0,4642.0,928.0
338,2721 W 24th Ave,V6L1R2,49.251219,-123.1659,Vancouver,4988000.0,5 bds,6 ba,"3,739 sqft",0,0,1,4,57,0,15,6,0,4,0,0,0,0,1,POINT (-123.1659 49.251219),Arbutus Ridge,1417.0,283.0,80.0,16.0,278.0,56.0,1059.0,212.0
339,5912 Churchill St,V6M3H5,49.232287,-123.141009,Vancouver,11880000.0,7 bds,8 ba,"6,175 sqft",0,0,2,0,63,0,12,5,0,2,0,0,0,0,2,POINT (-123.141009 49.232287),Kerrisdale,1477.0,295.0,107.0,21.0,362.0,72.0,1008.0,202.0
340,1430 E 8th Ave,V5N1T4,49.263092,-123.074519,Vancouver,1388000.0,5 bds,3 ba,"1,341 sqft",0,3,0,9,73,2,80,22,0,28,0,0,0,0,4,POINT (-123.074519 49.263092),Grandview-Woodland,8009.0,1602.0,1172.0,234.0,963.0,193.0,5874.0,1175.0
341,2033 W 7th Ave #306,V6J1T3,49.265839,-123.151582,Vancouver,649900.0,1 bd,1 ba,716 sqft,0,0,0,7,67,4,88,41,2,15,0,0,0,0,4,POINT (-123.151582 49.265839),Kitsilano,5811.0,1162.0,305.0,61.0,864.0,173.0,4642.0,928.0
342,1824 W 12th Ave,V6J2E2,49.260618,-123.146536,Vancouver,849900.0,1 bd,2 ba,672 sqft,0,0,2,7,92,3,89,40,2,17,0,0,0,0,5,POINT (-123.146536 49.260618),Kitsilano,5811.0,1162.0,305.0,61.0,864.0,173.0,4642.0,928.0
343,1199 Marinaside Cres #3203,V6Z2Y2,49.273129,-123.120638,Vancouver,1290000.0,2 bds,2 ba,"1,079 sqft",1,7,27,19,149,23,290,139,1,110,0,0,0,0,12,POINT (-123.120638 49.273129),Downtown,49367.0,9873.0,6539.0,1308.0,3466.0,693.0,39362.0,7872.0
344,2268 W 12th Ave #102,V6K2N5,49.260777,-123.156593,Vancouver,559000.0,1 bd,1 ba,624 sqft,0,0,0,10,83,4,77,29,2,8,0,0,0,0,5,POINT (-123.156593 49.260777),Kitsilano,5811.0,1162.0,305.0,61.0,864.0,173.0,4642.0,928.0
345,1487 Homer St,V6Z3C8,49.272027,-123.126813,Vancouver,2790000.0,3 bds,3 ba,"2,112 sqft",1,3,14,12,119,18,257,105,1,91,0,0,0,0,8,POINT (-123.126813 49.272027),Downtown,49367.0,9873.0,6539.0,1308.0,3466.0,693.0,39362.0,7872.0
346,4559 Beatrice St #1,V5N4J1,49.243873,-123.066976,Vancouver,1599900.0,3 bds,4 ba,"1,510 sqft",0,1,0,9,93,0,68,10,0,11,0,0,0,0,3,POINT (-123.066976 49.243873),Kensington-Cedar Cottage,5970.0,1194.0,642.0,128.0,743.0,149.0,4585.0,917.0
347,3108 W 31st Ave,V6L2A6,49.243946,-123.174462,Vancouver,6375000.0,6 bds,6 ba,"4,723 sqft",0,0,0,1,50,0,9,1,0,2,0,0,0,0,2,POINT (-123.174462 49.243946),Dunbar-Southlands,1840.0,368.0,172.0,34.0,316.0,63.0,1352.0,270.0
348,131 King Edward Ave E #1,V5Y2H8,49.249221,-123.108316,Vancouver,2199000.0,4 bds,4 ba,"2,065 sqft",0,1,1,4,65,0,75,25,0,15,0,0,0,0,2,POINT (-123.108316 49.249221),Riley Park,3276.0,655.0,229.0,46.0,566.0,113.0,2481.0,496.0
349,689 Abbott St #3703,V6B0J2,49.278704,-123.106873,Vancouver,2338000.0,3 bds,3 ba,"1,663 sqft",0,8,22,11,165,37,202,131,0,104,0,0,0,0,7,POINT (-123.106873 49.278704),Downtown,49367.0,9873.0,6539.0,1308.0,3466.0,693.0,39362.0,7872.0
350,39 W 12th Ave,V5Y1T4,49.260551,-123.105971,Vancouver,1438000.0,2 bds,2 ba,"1,171 sqft",1,2,3,10,87,10,137,50,0,24,0,0,0,0,6,POINT (-123.105971 49.260551),Mount Pleasant,9598.0,1920.0,840.0,168.0,1257.0,251.0,7501.0,1500.0
351,3589 W 35th Ave,V6N2N4,49.240627,-123.184898,Vancouver,3680000.0,6 bds,6 ba,"3,435 sqft",0,0,0,2,47,0,10,1,0,2,0,0,0,0,2,POINT (-123.184898 49.240627),Dunbar-Southlands,1840.0,368.0,172.0,34.0,316.0,63.0,1352.0,270.0
352,63 W 13th Ave,V5Y1V5,49.25965,-123.106526,Vancouver,1765000.0,3 bds,3 ba,"1,580 sqft",1,2,3,10,88,10,141,52,0,24,0,0,0,0,6,POINT (-123.106526 49.25965),Mount Pleasant,9598.0,1920.0,840.0,168.0,1257.0,251.0,7501.0,1500.0
353,1600 Hornby St #203,V6Z2S4,49.273984,-123.134119,Vancouver,2688000.0,3 bds,3 ba,"1,712 sqft",0,1,7,12,97,14,179,77,0,66,0,0,0,0,6,POINT (-123.134119 49.273984),Downtown,49367.0,9873.0,6539.0,1308.0,3466.0,693.0,39362.0,7872.0
354,4006 W 34th Ave,V6N2L7,49.241167,-123.193962,Vancouver,3950000.0,6 bds,4 ba,"3,961 sqft",0,0,0,2,37,0,10,1,0,2,0,0,0,0,2,POINT (-123.193962 49.241167),Dunbar-Southlands,1840.0,368.0,172.0,34.0,316.0,63.0,1352.0,270.0
355,168 Powell St #501,V6A0B2,49.282968,-123.100636,Vancouver,699000.0,2 bds,1 ba,990 sqft,0,6,7,7,124,25,111,71,0,67,0,0,0,0,3,POINT (-123.100636 49.282968),Downtown,49367.0,9873.0,6539.0,1308.0,3466.0,693.0,39362.0,7872.0
356,6076 Tisdall St #605,V5Z3N2,49.230352,-123.121141,Vancouver,499000.0,1 bd,1 ba,820 sqft,0,2,3,0,62,0,5,8,0,2,0,0,0,0,2,POINT (-123.121141 49.230352),Oakridge,1595.0,319.0,138.0,28.0,346.0,69.0,1111.0,222.0
357,1330 Burrard St #217,V6Z2B8,49.277302,-123.13129,Vancouver,470000.0,1 bd,1 ba,527 sqft,0,2,9,17,114,19,259,110,0,86,0,0,0,0,10,POINT (-123.13129 49.277302),Downtown,49367.0,9873.0,6539.0,1308.0,3466.0,693.0,39362.0,7872.0
358,1182 Quebec St #11,V6A4B2,49.27411,-123.101233,Vancouver,1689000.0,2 bds,3 ba,"1,945 sqft",0,3,5,10,140,30,148,77,0,54,0,0,0,0,4,POINT (-123.101233 49.27411),Downtown,49367.0,9873.0,6539.0,1308.0,3466.0,693.0,39362.0,7872.0
359,4528 Langara Ave,V6R1C8,49.272679,-123.209639,Vancouver,9980000.0,5 bds,5 ba,"4,361 sqft",0,0,1,0,35,0,14,4,0,6,0,0,0,0,2,POINT (-123.209639 49.272679),West Point Grey,1463.0,293.0,100.0,20.0,313.0,63.0,1050.0,210.0
360,4333 Locarno Cres,V6R1G2,49.269209,-123.20402,Vancouver,4980000.0,5 bds,5 ba,"3,118 sqft",0,0,1,0,43,0,14,5,0,6,0,0,0,0,2,POINT (-123.20402 49.269209),West Point Grey,1463.0,293.0,100.0,20.0,313.0,63.0,1050.0,210.0
361,142 E 27th Ave,V5V2K4,49.247028,-123.102357,Vancouver,2689000.0,5 bds,3 ba,"2,592 sqft",1,0,1,5,60,0,70,22,0,14,0,0,0,0,1,POINT (-123.102357 49.247028),Riley Park,3276.0,655.0,229.0,46.0,566.0,113.0,2481.0,496.0
362,1386 Nicola St #24,V6G2G2,49.282452,-123.140146,Vancouver,2999999.0,2 bds,3 ba,"2,982 sqft",0,0,3,12,57,7,171,66,0,52,0,0,0,0,8,POINT (-123.140146 49.282452),West End,13175.0,2635.0,2286.0,457.0,1146.0,229.0,9743.0,1949.0
363,601 Jervis St,V6E3M5,49.288547,-123.125844,Vancouver,1349000.0,2 bds,3 ba,"1,378 sqft",0,4,21,20,126,22,309,151,0,104,0,0,0,0,14,POINT (-123.125844 49.288547),Downtown,49367.0,9873.0,6539.0,1308.0,3466.0,693.0,39362.0,7872.0
364,833 Seymour St #607,V6B0G4,49.280497,-123.119756,Vancouver,699900.0,1 bd,1 ba,855 sqft,0,8,30,20,162,33,323,187,1,164,0,0,0,0,13,POINT (-123.119756 49.280497),Downtown,49367.0,9873.0,6539.0,1308.0,3466.0,693.0,39362.0,7872.0
365,3161 W 4th Ave #205,V6K1R6,49.268705,-123.174915,Vancouver,849900.0,2 bds,2 ba,780 sqft,0,0,0,8,62,4,60,23,0,12,0,0,0,0,2,POINT (-123.174915 49.268705),Kitsilano,5811.0,1162.0,305.0,61.0,864.0,173.0,4642.0,928.0
366,1959 W 15th Ave,V6J2L2,49.25788,-123.149851,Vancouver,2499000.0,2 bds,3 ba,"1,634 sqft",0,0,1,8,79,2,75,30,2,9,0,0,0,0,5,POINT (-123.149851 49.25788),Kitsilano,5811.0,1162.0,305.0,61.0,864.0,173.0,4642.0,928.0
367,185 W 45th Ave,V5Y2W2,49.229855,-123.110477,Vancouver,3590000.0,5 bds,5 ba,"3,403 sqft",0,2,0,2,65,0,7,5,0,2,0,0,0,0,1,POINT (-123.110477 49.229855),Oakridge,1595.0,319.0,138.0,28.0,346.0,69.0,1111.0,222.0
368,1775 Quebec St #607,V5T0E3,49.269514,-123.103314,Vancouver,749999.0,1 bd,1 ba,640 sqft,0,5,4,13,135,19,148,60,0,54,0,0,0,0,4,POINT (-123.103314 49.269514),Mount Pleasant,9598.0,1920.0,840.0,168.0,1257.0,251.0,7501.0,1500.0
369,5288 Melbourne St #1205,V5R6E6,49.234589,-123.028988,Vancouver,828000.0,3 bds,2 ba,991 sqft,0,1,1,3,87,0,51,18,0,13,0,0,0,0,3,POINT (-123.028988 49.234589),Renfrew-Collingwood,10181.0,2036.0,662.0,132.0,714.0,143.0,8805.0,1761.0
370,1480 Howe St #5601,V6Z0G5,49.274891,-123.131173,Vancouver,7980000.0,3 bds,4 ba,"3,107 sqft",0,1,11,13,103,18,234,101,0,79,0,0,0,0,8,POINT (-123.131173 49.274891),Downtown,49367.0,9873.0,6539.0,1308.0,3466.0,693.0,39362.0,7872.0
371,2645 W 6th Ave,V6K1W6,49.266824,-123.16538,Vancouver,2399000.0,5 bds,3 ba,"2,038 sqft",0,0,0,10,59,6,78,30,0,11,0,0,0,0,3,POINT (-123.16538 49.266824),Kitsilano,5811.0,1162.0,305.0,61.0,864.0,173.0,4642.0,928.0
372,1372 Seymour St #4102,V6B0L1,49.27459,-123.127563,Vancouver,3399888.0,4 bds,4 ba,"2,073 sqft",1,2,16,13,123,19,279,126,1,103,0,0,0,0,9,POINT (-123.127563 49.27459),Downtown,49367.0,9873.0,6539.0,1308.0,3466.0,693.0,39362.0,7872.0
373,988 W 54th Ave #203,V6P1M9,49.221676,-123.137879,Vancouver,788000.0,2 bds,2 ba,973 sqft,0,0,0,2,72,1,27,9,0,7,0,0,0,0,1,POINT (-123.137879 49.221676),Oakridge,1595.0,319.0,138.0,28.0,346.0,69.0,1111.0,222.0
374,5665 Boundary Rd #2807,V5R0E4,49.233386,-123.024471,Vancouver,799000.0,2 bds,2 ba,786 sqft,0,2,1,3,97,0,48,17,0,13,0,0,0,0,3,POINT (-123.024471 49.233386),Renfrew-Collingwood,10181.0,2036.0,662.0,132.0,714.0,143.0,8805.0,1761.0
375,5650 Oak St #208,V6M2V6,49.234715,-123.127612,Vancouver,849000.0,2 bds,2 ba,"1,137 sqft",1,1,3,0,71,0,7,12,0,2,0,0,0,0,1,POINT (-123.127612 49.234715),South Cambie,1668.0,334.0,94.0,19.0,303.0,61.0,1271.0,254.0
376,1288 Georgia St W PENTHOUSE 5,V6E4R3,49.288097,-123.126151,Vancouver,1799000.0,2 bds,1 ba,"1,215 sqft",0,4,21,21,128,22,320,151,0,103,0,0,0,0,14,POINT (-123.126151 49.288097),Downtown,49367.0,9873.0,6539.0,1308.0,3466.0,693.0,39362.0,7872.0
377,4309 Locarno Cres,V6R1G2,49.269064,-123.203404,Vancouver,3890000.0,3 bds,2 ba,"2,864 sqft",0,0,1,0,45,0,15,5,0,5,0,0,0,0,2,POINT (-123.203404 49.269064),West Point Grey,1463.0,293.0,100.0,20.0,313.0,63.0,1050.0,210.0
378,1283 Howe St #2504,V6Z0E3,49.277218,-123.128625,Vancouver,999000.0,3 bds,2 ba,916 sqft,0,3,14,19,124,21,281,127,1,108,0,0,0,0,12,POINT (-123.128625 49.277218),Downtown,49367.0,9873.0,6539.0,1308.0,3466.0,693.0,39362.0,7872.0
379,4569 W 2nd Ave,V6R1K7,49.271603,-123.210982,Vancouver,3798000.0,2 bds,2 ba,"1,730 sqft",0,0,1,0,34,0,15,4,0,7,0,0,0,0,2,POINT (-123.210982 49.271603),West Point Grey,1463.0,293.0,100.0,20.0,313.0,63.0,1050.0,210.0
380,2741 Hastings St E #200,V5K1Z8,49.281423,-123.048362,Vancouver,438800.0,1 bd,1 ba,468 sqft,0,0,1,1,50,1,32,14,0,7,0,0,0,0,1,POINT (-123.048362 49.281423),Hastings-Sunrise,4895.0,979.0,469.0,94.0,651.0,130.0,3775.0,755.0
381,1080 Wolfe Ave,V6H1V8,49.254646,-123.129873,Vancouver,9580000.0,5 bds,5 ba,"5,910 sqft",2,0,3,2,77,0,58,34,0,15,0,0,0,0,3,POINT (-123.129873 49.254646),Shaughnessy,1410.0,282.0,89.0,18.0,373.0,75.0,948.0,190.0
382,1500 Hornby St #1805,V6Z2R1,49.275736,-123.131665,Vancouver,1688000.0,2 bds,2 ba,"1,273 sqft",0,1,8,13,103,18,238,100,0,80,0,0,0,0,8,POINT (-123.131665 49.275736),Downtown,49367.0,9873.0,6539.0,1308.0,3466.0,693.0,39362.0,7872.0
383,51 E 27th Ave,V5V2K2,49.247524,-123.104159,Vancouver,2498000.0,3 bds,4 ba,"1,751 sqft",0,1,1,4,59,0,62,22,0,13,0,0,0,0,1,POINT (-123.104159 49.247524),Riley Park,3276.0,655.0,229.0,46.0,566.0,113.0,2481.0,496.0
384,830 E 7th Ave #211,V5T4J2,49.26404,-123.086412,Vancouver,429000.0,1 bd,1 ba,446 sqft,1,1,1,6,74,2,37,12,0,12,0,0,0,0,1,POINT (-123.086412 49.26404),Mount Pleasant,9598.0,1920.0,840.0,168.0,1257.0,251.0,7501.0,1500.0
385,311 E 6th Ave #405,V5T0G9,49.265607,-123.098523,Vancouver,635000.0,1 bd,1 ba,564 sqft,1,2,2,7,111,14,97,40,0,24,0,0,0,0,3,POINT (-123.098523 49.265607),Mount Pleasant,9598.0,1920.0,840.0,168.0,1257.0,251.0,7501.0,1500.0
386,750 W 6th Ave,V5Z0C8,49.265658,-123.121194,Vancouver,1649900.0,3 bds,2 ba,"1,603 sqft",1,3,7,11,94,7,167,61,1,39,0,0,0,0,7,POINT (-123.121194 49.265658),Fairview,7292.0,1458.0,456.0,91.0,1071.0,214.0,5765.0,1153.0
387,2925 McGill St,V5K1H8,49.289001,-123.04321,Vancouver,1685000.0,4 bds,2 ba,"1,889 sqft",0,0,0,0,26,0,8,4,0,4,0,0,0,0,1,POINT (-123.04321 49.289001),Hastings-Sunrise,4895.0,979.0,469.0,94.0,651.0,130.0,3775.0,755.0
388,40 E 46th Ave #1,V5W1Z1,49.228272,-123.104959,Vancouver,2149000.0,5 bds,4 ba,"1,825 sqft",0,2,0,2,63,0,11,4,0,2,0,0,0,0,0,POINT (-123.104959 49.228272),Sunset,5717.0,1143.0,441.0,88.0,389.0,78.0,4887.0,977.0
389,1726 W 32nd Ave,V6J3A7,49.243344,-123.144295,Vancouver,6990000.0,5 bds,5 ba,"5,760 sqft",0,0,1,2,66,0,12,4,0,2,0,0,0,0,0,POINT (-123.144295 49.243344),Shaughnessy,1410.0,282.0,89.0,18.0,373.0,75.0,948.0,190.0
390,2032 E 22nd Ave,V5N2R4,49.250008,-123.06413,Vancouver,2998000.0,8 bds,7 ba,"3,577 sqft",0,2,0,5,79,0,60,8,0,12,0,0,0,0,3,POINT (-123.06413 49.250008),Kensington-Cedar Cottage,5970.0,1194.0,642.0,128.0,743.0,149.0,4585.0,917.0
391,3885 W 35th Ave,V6N2N8,49.240751,-123.190514,Vancouver,3998000.0,8 bds,4 ba,"2,371 sqft",0,0,0,2,37,0,10,1,0,2,0,0,0,0,2,POINT (-123.190514 49.240751),Dunbar-Southlands,1840.0,368.0,172.0,34.0,316.0,63.0,1352.0,270.0
392,3138 Riverwalk Ave #312,V5S0B6,49.205651,-123.040863,Vancouver,859800.0,2 bds,2 ba,"1,024 sqft",0,0,0,2,21,0,5,1,0,3,0,0,0,0,1,POINT (-123.040863 49.205651),Killarney,2576.0,515.0,287.0,57.0,306.0,61.0,1983.0,397.0
393,1907 E 38th Ave,V5P1G6,49.235477,-123.067132,Vancouver,2230000.0,6 bds,4 ba,"2,278 sqft",0,0,0,9,100,1,60,5,0,12,0,0,0,0,3,POINT (-123.067132 49.235477),Kensington-Cedar Cottage,5970.0,1194.0,642.0,128.0,743.0,149.0,4585.0,917.0
394,1502 Island Park Walk #107,V6H3Z8,49.270581,-123.139126,Vancouver,1299900.0,2 bds,2 ba,"1,257 sqft",0,0,3,8,84,7,127,57,2,44,0,0,0,0,6,POINT (-123.139126 49.270581),Fairview,7292.0,1458.0,456.0,91.0,1071.0,214.0,5765.0,1153.0
395,964 W 15th Ave,V5Z1R9,49.25762,-123.126543,Vancouver,1599000.0,3 bds,2 ba,"1,976 sqft",2,1,4,6,91,0,96,43,1,20,0,0,0,0,6,POINT (-123.126543 49.25762),Fairview,7292.0,1458.0,456.0,91.0,1071.0,214.0,5765.0,1153.0
396,4638 Gladstone St #1510,V5N4Y8,49.242466,-123.062508,Vancouver,775000.0,2 bds,2 ba,791 sqft,0,1,0,8,84,0,66,8,0,10,0,0,0,0,3,POINT (-123.062508 49.242466),Kensington-Cedar Cottage,5970.0,1194.0,642.0,128.0,743.0,149.0,4585.0,917.0
397,2335 W 18th Ave,V6L1A7,49.256582,-123.158831,Vancouver,7180000.0,5 bds,7 ba,"4,700 sqft",0,0,1,9,79,1,42,18,1,9,0,0,0,0,4,POINT (-123.158831 49.256582),Arbutus Ridge,1417.0,283.0,80.0,16.0,278.0,56.0,1059.0,212.0
398,3888 W 13th Ave,V6R2S8,49.260558,-123.190619,Vancouver,3860000.0,5 bds,5 ba,"2,458 sqft",0,0,0,4,55,1,22,6,0,7,0,0,0,0,1,POINT (-123.190619 49.260558),West Point Grey,1463.0,293.0,100.0,20.0,313.0,63.0,1050.0,210.0
399,1362 E 60th Ave,V5X2A9,49.215236,-123.078257,Vancouver,1580000.0,5 bds,2 ba,"2,390 sqft",0,0,0,1,61,0,3,0,0,6,0,0,0,0,0,POINT (-123.078257 49.215236),Sunset,5717.0,1143.0,441.0,88.0,389.0,78.0,4887.0,977.0
400,6011 Macdonald St,V6N1E5,49.231692,-123.167833,Vancouver,3798000.0,6 bds,5 ba,"4,817 sqft",0,0,0,3,43,0,20,10,0,5,0,0,0,0,1,POINT (-123.167833 49.231692),Kerrisdale,1477.0,295.0,107.0,21.0,362.0,72.0,1008.0,202.0
401,2033 W 7th Ave #305,V6J1T3,49.265839,-123.151582,Vancouver,799900.0,2 bds,1 ba,749 sqft,0,0,0,7,67,4,88,41,2,15,0,0,0,0,4,POINT (-123.151582 49.265839),Kitsilano,5811.0,1162.0,305.0,61.0,864.0,173.0,4642.0,928.0
402,2838 Birch St #3,V6H2T6,49.260004,-123.133506,Vancouver,1988000.0,3 bds,3 ba,"1,956 sqft",1,0,4,4,86,3,77,42,0,25,0,0,0,0,4,POINT (-123.133506 49.260004),Fairview,7292.0,1458.0,456.0,91.0,1071.0,214.0,5765.0,1153.0
403,7123 Selkirk St,V6P6J4,49.221187,-123.133918,Vancouver,6980000.0,6 bds,8 ba,"6,502 sqft",0,0,0,0,61,1,21,7,0,6,0,0,0,0,2,POINT (-123.133918 49.221187),Oakridge,1595.0,319.0,138.0,28.0,346.0,69.0,1111.0,222.0
404,939 W 7th Ave #26,V5Z1C4,49.265369,-123.125488,Vancouver,649900.0,1 bd,1 ba,624 sqft,1,3,7,10,103,8,161,63,1,48,0,0,0,0,7,POINT (-123.125488 49.265369),Fairview,7292.0,1458.0,456.0,91.0,1071.0,214.0,5765.0,1153.0
