Street address,Neighbourhood,Latitude,Longitude,Price,Bedrooms,Bathrooms,Square Footage,Hospital in area_0.5,Railway Station in area_0.5,School in area_0.5,Supermarket in area_0.5,Bus Stop in area_0.5,Pub in area_0.5,Restaurant in area_0.5,Cafe in area_0.5,Dentist in area_0.5,Fast Food in area_0.5,Kindergartens in area_0.5,Malls in area_0.5,Play Ground in area_0.5,Parks in area_0.5,Post Office in area_0.5,Hospital in area_1.0,Railway Station in area_1.0,School in area_1.0,Supermarket in area_1.0,Bus Stop in area_1.0,Pub in area_1.0,Restaurant in area_1.0,Cafe in area_1.0,Dentist in area_1.0,Fast Food in area_1.0,Kindergartens in area_1.0,Malls in area_1.0,Play Ground in area_1.0,Parks in area_1.0,Post Office in area_1.0,Hospital in area_1.5,Railway Station in area_1.5,School in area_1.5,Supermarket in area_1.5,Bus Stop in area_1.5,Pub in area_1.5,Restaurant in area_1.5,Cafe in area_1.5,Dentist in area_1.5,Fast Food in area_1.5,Kindergartens in area_1.5,Malls in area_1.5,Play Ground in area_1.5,Parks in area_1.5,Post Office in area_1.5,geometry,Total_crimes (2020-2024),Average_total_crime (per_year),Total_severe_crimes (2020-2024),Average_severe_crimes (per_year),Total_moderate_crimes (2020-2024),Average_moderate_crimes (per_year),Total_minor_crimes (2020-2024),Average_minor_crimes (per_year),Class 6G,Class 5G,Class 4G,Class 3G,Class 2G,Class 1G,Class 6G_T,Class 5G_T,Class 4G_T,Class 3G_T,Class 2G_T,Class 1G_T
333 Brighton Ave,bathurst manor,43.756128,-79.462889,3438000,6 bds,7 ba,,0,0,1,0,11,0,2,1,0,4,0,0,0,0,0,0,1,2,1,58,0,4,3,0,6,0,0,0,0,0,0,1,5,2,83,0,11,5,0,8,0,0,0,0,0,POINT (-79.462889 43.756128),1293,259,409,82,548,110,336,67,2615,5430,1890,1510,995,570,2750,6200,1895,1310,435,445
212 Cocksfield Ave,bathurst manor,43.753818,-79.454186,999000,4 bds,2 ba,,0,0,1,0,16,0,5,2,0,4,0,0,0,0,0,0,0,4,0,32,0,5,2,0,4,0,0,0,0,0,0,1,6,0,75,0,9,3,0,12,0,0,0,0,0,POINT (-79.454186 43.753818),1293,259,409,82,548,110,336,67,2615,5430,1890,1510,995,570,2750,6200,1895,1310,435,445
53 Codsell Ave,bathurst manor,43.757679,-79.443357,1199900,4,3,,0,0,0,1,5,0,3,1,0,6,0,0,0,0,1,0,0,2,1,20,0,6,1,0,7,0,0,0,0,1,0,0,5,1,48,0,8,1,0,8,0,0,0,0,1,POINT (-79.443357 43.757679),1293,259,409,82,548,110,336,67,2615,5430,1890,1510,995,570,2750,6200,1895,1310,435,445
10 Cedar Springs Grove,bathurst manor,43.768408,-79.45904,1550000,4,3,,0,0,2,0,12,0,0,0,0,0,0,0,0,0,0,0,0,3,0,29,0,1,1,0,1,0,0,0,0,0,1,0,3,2,57,0,9,2,0,8,0,0,0,0,0,POINT (-79.45904 43.768408),1293,259,409,82,548,110,336,67,2615,5430,1890,1510,995,570,2750,6200,1895,1310,435,445
52 Acton Ave,bathurst manor,43.760296,-79.449789,1449900,5,3,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,19,0,3,0,0,3,0,0,0,0,0,1,0,8,1,68,0,10,3,0,10,0,0,0,0,1,POINT (-79.449789 43.760296),1293,259,409,82,548,110,336,67,2615,5430,1890,1510,995,570,2750,6200,1895,1310,435,445
169 Kennard Ave,bathurst manor,43.759786,-79.46168,1649900,5,3,,0,0,0,0,12,0,1,0,0,1,0,0,0,0,0,0,0,4,2,37,0,2,1,0,5,0,0,0,0,0,0,1,5,2,95,0,14,5,0,11,0,0,0,0,0,POINT (-79.46168 43.759786),1293,259,409,82,548,110,336,67,2615,5430,1890,1510,995,570,2750,6200,1895,1310,435,445
518 - 1060 Sheppard Ave W,bathurst manor,43.756448,-79.435498,670000,2,2,,0,0,1,1,11,0,3,0,0,0,0,0,0,0,1,0,0,1,1,21,0,5,1,0,6,0,0,0,0,1,0,0,2,1,41,0,5,1,0,6,0,0,0,0,1,POINT (-79.435498 43.756448),1293,259,409,82,548,110,336,67,2615,5430,1890,1510,995,570,2750,6200,1895,1310,435,445
759 Wilson Heights Blvd,bathurst manor,43.760363,-79.463893,949990,3,1,,0,0,0,0,11,0,2,1,0,4,0,0,0,0,0,0,0,4,2,40,0,4,2,0,4,0,0,0,0,0,0,1,4,2,97,0,15,6,0,11,0,0,0,0,1,POINT (-79.463893 43.760363),1293,259,409,82,548,110,336,67,2615,5430,1890,1510,995,570,2750,6200,1895,1310,435,445
Lph05 - 660 Sheppard Ave E,bathurst manor,43.755102,-79.44215,1498000,2,3,,0,0,0,1,9,0,4,1,0,6,0,0,0,0,1,0,0,3,1,22,0,6,1,0,7,0,0,0,0,1,0,0,5,1,48,0,8,1,0,8,0,0,0,0,1,POINT (-79.44215 43.755102),1293,259,409,82,548,110,336,67,2615,5430,1890,1510,995,570,2750,6200,1895,1310,435,445
14 - 43 Wild Ginger Way,bathurst manor,43.759312,-79.440651,899000,3,3,,0,0,1,1,7,0,3,1,0,3,0,0,0,0,1,0,0,1,1,20,0,5,1,0,6,0,0,0,0,1,0,0,5,1,39,0,7,1,0,8,0,0,0,0,1,POINT (-79.440651 43.759312),1293,259,409,82,548,110,336,67,2615,5430,1890,1510,995,570,2750,6200,1895,1310,435,445
215 Searle Ave,bathurst manor,43.756634,-79.456582,1789000,5,2,,0,0,0,0,12,0,0,0,0,1,0,0,0,0,0,0,0,3,0,39,0,5,2,0,4,0,0,0,0,0,0,1,6,1,83,0,7,3,0,8,0,0,0,0,0,POINT (-79.456582 43.756634),1293,259,409,82,548,110,336,67,2615,5430,1890,1510,995,570,2750,6200,1895,1310,435,445
11 Wellesley St W #612,bay-cloverhill,43.664526,-79.385583,699000,2 bds,1 ba,,2,1,11,6,22,7,47,23,0,46,0,0,0,0,2,5,6,64,17,73,17,162,96,0,137,0,0,0,0,4,7,10,165,26,142,28,277,170,0,271,0,0,0,0,6,POINT (-79.385583 43.664526),838,168,395,79,263,53,180,36,4200,4570,1855,2000,1365,1030,4320,5235,2175,1895,570,820
57 Saint Joseph St #523,bay-cloverhill,43.665388,-79.388021,989000,3 bds,2 ba,,1,1,30,5,25,5,43,22,0,32,0,0,0,0,2,7,6,69,15,72,15,142,94,0,120,0,0,0,0,3,9,9,195,27,135,29,271,164,0,250,0,0,0,0,6,POINT (-79.388021 43.665388),838,168,395,79,263,53,180,36,4200,4570,1855,2000,1365,1030,4320,5235,2175,1895,570,820
77 Charles St W #906,bay-cloverhill,43.667717,-79.390434,2999000,2 bds,2 ba,,0,2,38,3,19,4,42,25,0,23,0,0,0,0,1,2,6,85,10,75,11,115,72,0,82,0,0,0,0,2,9,8,166,18,135,28,247,134,0,177,0,0,0,0,4,POINT (-79.390434 43.667717),838,168,395,79,263,53,180,36,4200,4570,1855,2000,1365,1030,4320,5235,2175,1895,570,820
11 Wellesley St W #4711,bay-cloverhill,43.664526,-79.385583,714900,1 bd,1 ba,,2,1,11,6,22,7,47,23,0,46,0,0,0,0,2,5,6,64,17,73,17,162,96,0,137,0,0,0,0,4,7,10,165,26,142,28,277,170,0,271,0,0,0,0,6,POINT (-79.385583 43.664526),838,168,395,79,263,53,180,36,4200,4570,1855,2000,1365,1030,4320,5235,2175,1895,570,820
5 Saint Joseph St #4309,bay-cloverhill,43.665776,-79.385633,698000,2 bds,1 ba,,2,1,12,5,22,6,52,23,0,35,0,0,0,0,2,3,6,55,16,70,17,148,87,0,122,0,0,0,0,3,7,10,158,26,143,27,274,166,0,253,0,0,0,0,6,POINT (-79.385633 43.665776),838,168,395,79,263,53,180,36,4200,4570,1855,2000,1365,1030,4320,5235,2175,1895,570,820
57 Saint Nicholas St,bay-cloverhill,43.667191,-79.386232,1889000,3 bds,4 ba,,0,2,16,8,24,8,56,34,0,46,0,0,0,0,2,3,6,49,15,69,16,144,79,0,109,0,0,0,0,3,7,10,159,26,146,23,258,155,0,226,0,0,0,0,6,POINT (-79.386232 43.667191),838,168,395,79,263,53,180,36,4200,4570,1855,2000,1365,1030,4320,5235,2175,1895,570,820
35 Balmuto St #2101,bay-cloverhill,43.669472,-79.387488,998000,2 bds,2 ba,,0,2,12,8,20,7,63,35,0,47,0,0,0,0,2,2,4,48,10,71,12,123,62,0,85,0,0,0,0,2,7,9,138,20,146,22,200,123,0,154,0,0,0,0,3,POINT (-79.387488 43.669472),838,168,395,79,263,53,180,36,4200,4570,1855,2000,1365,1030,4320,5235,2175,1895,570,820
4703 - 35 Balmuto St,bay-cloverhill,43.669472,-79.387488,1399000,2,3,,0,2,12,8,20,7,63,35,0,47,0,0,0,0,2,2,4,48,10,71,12,123,62,0,85,0,0,0,0,2,7,9,138,20,146,22,200,123,0,154,0,0,0,0,3,POINT (-79.387488 43.669472),838,168,395,79,263,53,180,36,4200,4570,1855,2000,1365,1030,4320,5235,2175,1895,570,820
2014 - 1001 Bay St,bay-cloverhill,43.665465,-79.387068,1050000,2,2,,1,1,27,5,26,6,48,21,0,35,0,0,0,0,2,6,6,60,15,75,17,150,91,0,120,0,0,0,0,3,7,10,186,26,142,26,273,167,0,249,0,0,0,0,6,POINT (-79.387068 43.665465),838,168,395,79,263,53,180,36,4200,4570,1855,2000,1365,1030,4320,5235,2175,1895,570,820
3909 - 11 Wellesley St W,bay-cloverhill,43.664526,-79.385583,724900,2,1,,2,1,11,6,22,7,47,23,0,46,0,0,0,0,2,5,6,64,17,73,17,162,96,0,137,0,0,0,0,4,7,10,165,26,142,28,277,170,0,271,0,0,0,0,6,POINT (-79.385583 43.664526),838,168,395,79,263,53,180,36,4200,4570,1855,2000,1365,1030,4320,5235,2175,1895,570,820
4108 - 5 St. Joseph St S,bay-cloverhill,43.665776,-79.385633,900000,2,1,,2,1,12,5,22,6,52,23,0,35,0,0,0,0,2,3,6,55,16,70,17,148,87,0,122,0,0,0,0,3,7,10,158,26,143,27,274,166,0,253,0,0,0,0,6,POINT (-79.385633 43.665776),838,168,395,79,263,53,180,36,4200,4570,1855,2000,1365,1030,4320,5235,2175,1895,570,820
2885 Bayview Ave UNIT 717,bayview village,43.768608,-79.388063,689000,2 bds,2 ba,,0,1,2,1,12,0,2,3,0,4,0,0,0,0,0,0,1,3,1,26,0,3,3,0,5,0,0,0,0,0,0,2,4,2,53,0,12,5,0,10,0,0,0,0,0,POINT (-79.388063 43.768608),1424,285,479,96,575,115,370,74,4435,6120,2625,2890,1805,1100,4610,6985,3150,2635,730,855
650 Sheppard Ave E #215,bayview village,43.768577,-79.381429,569988,2 bds,1 ba,,0,0,0,0,6,0,0,1,0,1,0,0,0,0,0,0,2,1,1,19,0,4,5,0,7,0,0,0,0,0,0,2,5,1,43,0,5,7,0,8,0,0,0,0,0,POINT (-79.381429 43.768577),1424,285,479,96,575,115,370,74,4435,6120,2625,2890,1805,1100,4610,6985,3150,2635,730,855
4 Burleigh Heights Dr,bayview village,43.779657,-79.390466,3980000,5 bds,6 ba,,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,2,0,26,0,0,0,0,0,0,0,0,0,0,0,1,5,3,48,0,4,3,0,4,0,0,0,0,0,POINT (-79.390466 43.779657),1424,285,479,96,575,115,370,74,4435,6120,2625,2890,1805,1100,4610,6985,3150,2635,730,855
42 Heathview Ave,bayview village,43.783169,-79.385634,3799000,4 bds,3 ba,,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,1,1,23,0,2,0,0,0,0,0,0,0,0,0,0,3,2,45,0,2,0,0,0,0,0,0,0,0,POINT (-79.385634 43.783169),1424,285,479,96,575,115,370,74,4435,6120,2625,2890,1805,1100,4610,6985,3150,2635,730,855
40 Thorny Vine Way,bayview village,43.785524,-79.368264,749000,4 bds,3 ba,,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,1,2,2,25,0,12,3,0,1,0,0,0,0,3,0,1,5,4,32,0,15,3,0,1,0,0,0,0,5,POINT (-79.368264 43.785524),1424,285,479,96,575,115,370,74,4435,6120,2625,2890,1805,1100,4610,6985,3150,2635,730,855
129 McMahon Dr #TOWNHOUSE 03,bayview village,43.767654,-79.371136,1368000,3 bds,4 ba,,0,0,0,0,10,0,3,3,0,2,0,0,0,0,0,0,3,1,0,33,0,3,4,0,4,0,0,0,0,0,0,3,3,0,53,0,5,6,0,4,0,0,0,0,3,POINT (-79.371136 43.767654),1424,285,479,96,575,115,370,74,4435,6120,2625,2890,1805,1100,4610,6985,3150,2635,730,855
3905 - 117 Mcmahon Drive,bayview village,43.767209,-79.370405,650000,1,1,,0,0,0,0,8,0,1,3,0,1,0,0,0,0,0,0,3,1,0,33,0,3,4,0,4,0,0,0,0,0,0,3,3,0,54,0,6,5,0,4,0,0,0,0,3,POINT (-79.370405 43.767209),1424,285,479,96,575,115,370,74,4435,6120,2625,2890,1805,1100,4610,6985,3150,2635,730,855
121 - 7 Kenaston Gardens,bayview village,43.767167,-79.386112,598999,2,2,,0,1,0,1,11,0,2,3,0,4,0,0,0,0,0,0,1,2,1,26,0,2,3,0,4,0,0,0,0,0,0,2,4,2,50,0,9,4,0,10,0,0,0,0,0,POINT (-79.386112 43.767167),1424,285,479,96,575,115,370,74,4435,6120,2625,2890,1805,1100,4610,6985,3150,2635,730,855
28 Thorny Vineway,bayview village,43.78527,-79.368184,820000,5,3,,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,1,2,2,24,0,12,3,0,1,0,0,0,0,3,0,1,5,4,32,0,15,3,0,1,0,0,0,0,4,POINT (-79.368184 43.78527),1424,285,479,96,575,115,370,74,4435,6120,2625,2890,1805,1100,4610,6985,3150,2635,730,855
25 - 12 Dervock Cres,bayview village,43.767221,-79.380966,949900,2,3,,0,0,0,0,5,0,0,1,0,1,0,0,0,0,0,0,2,0,1,22,0,4,5,0,7,0,0,0,0,0,0,2,5,1,44,0,5,7,0,8,0,0,0,0,0,POINT (-79.380966 43.767221),1424,285,479,96,575,115,370,74,4435,6120,2625,2890,1805,1100,4610,6985,3150,2635,730,855
3 Blithfield Ave,bayview village,43.777305,-79.389942,1588000,3,3,,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,4,1,23,0,0,1,0,0,0,0,0,0,0,0,1,4,1,44,0,2,3,0,4,0,0,0,0,0,POINT (-79.389942 43.777305),1424,285,479,96,575,115,370,74,4435,6120,2625,2890,1805,1100,4610,6985,3150,2635,730,855
79 Forest Grove Dr,bayview village,43.779707,-79.373498,4788000,4,3,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,1,0,0,0,0,0,0,1,0,2,1,3,44,0,17,7,0,4,0,0,0,0,3,POINT (-79.373498 43.779707),1424,285,479,96,575,115,370,74,4435,6120,2625,2890,1805,1100,4610,6985,3150,2635,730,855
3237 Bayview Ave #510,bayview woods-steeles,43.790112,-79.392793,599000,2 bds,2 ba,,0,0,0,1,13,0,0,0,0,0,0,0,0,0,0,0,0,4,1,35,0,0,0,0,0,0,0,0,0,0,0,0,5,2,54,0,2,0,0,0,0,0,0,0,0,POINT (-79.392793 43.790112),555,111,188,38,239,48,128,26,2535,3790,1295,1335,825,560,2675,4215,1430,1200,390,440
59 Covewood St,bayview woods-steeles,43.804171,-79.387861,1750000,4,3,,0,0,0,0,5,0,1,0,0,0,0,0,0,0,0,0,0,2,0,14,0,1,0,0,0,0,0,0,0,0,0,0,3,0,47,0,1,0,0,0,0,0,0,0,0,POINT (-79.387861 43.804171),555,111,188,38,239,48,128,26,2535,3790,1295,1335,825,560,2675,4215,1430,1200,390,440
112 Mason Blvd,bedford park-nortown,43.741214,-79.412096,4249990,4bds,4ba,,0,0,1,0,8,0,0,0,0,0,0,0,0,0,0,0,1,2,0,37,0,2,3,0,5,0,0,0,0,0,0,1,2,0,67,2,30,12,0,14,0,0,0,0,1,POINT (-79.412096 43.741214),1891,378,329,66,1148,230,414,83,3345,4945,1895,1945,1845,3480,3600,5565,2055,2095,1000,3155
40 Sylvan Valleyway #523,bedford park-nortown,43.724203,-79.415282,889000,2 bds,2 ba,,0,0,1,1,16,0,4,1,0,1,0,0,0,0,1,0,0,2,2,31,0,11,4,0,6,0,0,0,0,1,0,1,3,3,63,1,35,11,0,12,0,0,0,0,2,POINT (-79.415282 43.724203),1891,378,329,66,1148,230,414,83,3345,4945,1895,1945,1845,3480,3600,5565,2055,2095,1000,3155
1 De Vere Gdns,bedford park-nortown,43.736381,-79.407697,4995000,5 bds,6 ba,,0,0,0,0,10,0,2,2,0,2,0,0,0,0,0,0,1,1,0,44,1,10,9,0,11,0,0,0,0,2,0,2,2,2,88,2,38,17,0,19,0,0,0,0,2,POINT (-79.407697 43.736381),1891,378,329,66,1148,230,414,83,3345,4945,1895,1945,1845,3480,3600,5565,2055,2095,1000,3155
215 Strathallan Wood,bedford park-nortown,43.712754,-79.421209,10900000,4 bds,6 ba,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,25,0,0,0,0,0,0,0,0,0,0,0,0,5,5,98,1,18,8,0,8,0,0,0,0,2,POINT (-79.421209 43.712754),1891,378,329,66,1148,230,414,83,3345,4945,1895,1945,1845,3480,3600,5565,2055,2095,1000,3155
127 Joicey Blvd,bedford park-nortown,43.736904,-79.416255,5135000,5 bds,7 ba,,0,0,0,0,10,1,15,2,0,0,0,0,0,0,0,0,0,2,1,32,1,25,5,0,7,0,0,0,0,0,0,1,3,1,67,1,33,12,0,15,0,0,0,0,1,POINT (-79.416255 43.736904),1891,378,329,66,1148,230,414,83,3345,4945,1895,1945,1845,3480,3600,5565,2055,2095,1000,3155
60 Alexandra Wood,bedford park-nortown,43.71411,-79.425653,8950000,5 bds,7 ba,,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,2,2,36,0,4,3,0,5,0,0,0,0,1,0,0,5,3,88,0,8,5,0,7,0,0,0,0,2,POINT (-79.425653 43.71411),1891,378,329,66,1148,230,414,83,3345,4945,1895,1945,1845,3480,3600,5565,2055,2095,1000,3155
132 Grey Rd,bedford park-nortown,43.731779,-79.423122,2395000,3 bds,2 ba,,0,0,0,0,5,0,10,1,0,2,0,0,0,0,0,0,0,1,1,25,1,26,5,0,7,0,0,0,0,0,0,0,5,4,80,1,41,10,0,13,0,0,0,0,2,POINT (-79.423122 43.731779),1891,378,329,66,1148,230,414,83,3345,4945,1895,1945,1845,3480,3600,5565,2055,2095,1000,3155
703 - 355 Bedford Park Avenue,bedford park-nortown,43.724197,-79.416891,5495000,3,4,,0,0,0,1,15,0,7,1,0,2,0,0,0,0,1,0,0,2,2,30,0,11,4,0,6,0,0,0,0,1,0,0,3,2,46,1,30,6,0,8,0,0,0,0,2,POINT (-79.416891 43.724197),1891,378,329,66,1148,230,414,83,3345,4945,1895,1945,1845,3480,3600,5565,2055,2095,1000,3155
425 Cranbrooke Avenue,bedford park-nortown,43.725527,-79.419632,2695000,3,5,,0,0,0,1,10,0,7,2,0,4,0,0,0,0,1,0,0,2,2,29,0,18,4,0,7,0,0,0,0,1,0,0,5,6,60,1,41,10,0,14,0,0,0,0,2,POINT (-79.419632 43.725527),1891,378,329,66,1148,230,414,83,3345,4945,1895,1945,1845,3480,3600,5565,2055,2095,1000,3155
323 Douglas Ave,bedford park-nortown,43.723361,-79.417098,3399000,5,3,,0,0,0,1,14,0,4,1,0,1,0,0,0,0,1,0,0,2,2,31,0,11,3,0,6,0,0,0,0,1,0,0,3,3,51,1,29,7,0,11,0,0,0,0,2,POINT (-79.417098 43.723361),1891,378,329,66,1148,230,414,83,3345,4945,1895,1945,1845,3480,3600,5565,2055,2095,1000,3155
706 - 2470 Eglinton Ave W,beechborough-greenbrook,43.692452,-79.468413,559000,3,2,,0,0,0,2,5,0,1,1,0,3,0,0,0,0,0,0,0,3,2,42,1,6,2,0,10,0,0,0,0,1,0,0,6,4,92,2,17,3,0,19,0,0,0,0,1,POINT (-79.468413 43.692452),638,128,323,65,208,42,107,21,1180,2345,705,430,185,45,1210,2570,710,335,30,40
60 Town Centre Ct #306,bendale-glen andrew,43.7734,-79.255862,448800,1 bd,1 ba,,0,0,0,0,28,0,4,9,0,37,0,0,0,0,2,0,0,2,1,57,0,6,10,0,38,0,0,0,0,3,0,0,3,2,85,1,10,12,0,41,0,0,0,0,3,POINT (-79.255862 43.7734),1812,362,689,138,777,155,346,69,3760,6520,2235,1645,785,125,3855,7375,2150,1395,195,90
190 Borough Dr #302,bendale-glen andrew,43.772874,-79.253995,759900,3 bds,2 ba,,0,0,0,0,24,0,5,4,0,30,0,0,0,0,1,0,0,2,0,58,0,6,10,0,38,0,0,0,0,3,0,0,2,2,101,0,10,13,0,41,0,0,0,0,3,POINT (-79.253995 43.772874),1812,362,689,138,777,155,346,69,3760,6520,2235,1645,785,125,3855,7375,2150,1395,195,90
60 Brian Harrison Way #302,bendale-glen andrew,43.774024,-79.258007,699900,3 bds,2 ba,,0,0,0,0,29,0,3,9,0,36,0,0,0,0,2,0,0,1,2,57,0,6,10,0,38,0,0,0,0,3,0,0,3,2,85,1,11,13,0,42,0,0,0,0,3,POINT (-79.258007 43.774024),1812,362,689,138,777,155,346,69,3760,6520,2235,1645,785,125,3855,7375,2150,1395,195,90
117 Omni Dr #15,bendale-glen andrew,43.771256,-79.261225,599900,3 bds,3 ba,,0,0,0,0,31,0,0,2,0,0,0,0,0,0,0,0,0,2,2,43,1,5,10,0,38,0,0,0,0,2,0,0,2,2,90,1,9,11,0,41,0,0,0,0,3,POINT (-79.261225 43.771256),1812,362,689,138,777,155,346,69,3760,6520,2235,1645,785,125,3855,7375,2150,1395,195,90
2103 - 60 Brian Harrison Way,bendale-glen andrew,43.774024,-79.258007,549900,2,1,,0,0,0,0,29,0,3,9,0,36,0,0,0,0,2,0,0,1,2,57,0,6,10,0,38,0,0,0,0,3,0,0,3,2,85,1,11,13,0,42,0,0,0,0,3,POINT (-79.258007 43.774024),1812,362,689,138,777,155,346,69,3760,6520,2235,1645,785,125,3855,7375,2150,1395,195,90
1028 - 125 Omni Dr,bendale-glen andrew,43.771029,-79.260134,438000,1,1,,0,0,0,0,33,0,0,3,0,0,0,0,0,0,0,0,0,2,2,52,1,5,10,0,38,0,0,0,0,2,0,0,3,2,86,1,9,11,0,41,0,0,0,0,3,POINT (-79.260134 43.771029),1812,362,689,138,777,155,346,69,3760,6520,2235,1645,785,125,3855,7375,2150,1395,195,90
1400 Kingston Rd #501,birchcliffe-cliffside,43.686959,-79.272431,679000,2 bds,2 ba,,0,0,0,0,9,2,4,0,0,0,0,0,0,0,0,0,0,0,0,34,4,6,2,0,1,0,0,0,0,0,0,0,4,1,73,4,10,4,0,5,0,0,0,0,0,POINT (-79.272431 43.686959),1577,315,755,151,476,95,346,69,3705,6435,2675,2590,1800,1285,3805,7425,2970,2510,760,1005
141 Eastwood Ave,birchcliffe-cliffside,43.694987,-79.269234,799900,3 bds,2 ba,,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,1,0,56,4,8,1,0,1,0,0,0,0,0,0,0,4,0,88,4,8,2,0,3,0,0,0,0,0,POINT (-79.269234 43.694987),1577,315,755,151,476,95,346,69,3705,6435,2675,2590,1800,1285,3805,7425,2970,2510,760,1005
42 Fishleigh Dr,birchcliffe-cliffside,43.700556,-79.248654,2699900,6 bds,5 ba,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,13,1,4,0,0,4,0,0,0,0,1,0,0,3,3,35,1,4,0,0,4,0,0,0,0,1,POINT (-79.248654 43.700556),1577,315,755,151,476,95,346,69,3705,6435,2675,2590,1800,1285,3805,7425,2970,2510,760,1005
104 Natal Ave,birchcliffe-cliffside,43.714075,-79.254723,1059000,3 bds,2 ba,,0,1,0,0,6,0,0,0,0,0,0,0,0,0,0,0,1,2,2,52,1,3,0,0,6,0,0,0,0,1,0,1,5,3,85,1,6,0,0,9,0,0,0,0,1,POINT (-79.254723 43.714075),1577,315,755,151,476,95,346,69,3705,6435,2675,2590,1800,1285,3805,7425,2970,2510,760,1005
223 Kennedy Rd,birchcliffe-cliffside,43.706363,-79.257097,699900,4 bds,3 ba,,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,2,2,37,1,4,0,0,4,0,0,0,0,1,0,1,7,3,92,1,5,0,0,11,0,0,0,0,1,POINT (-79.257097 43.706363),1577,315,755,151,476,95,346,69,3705,6435,2675,2590,1800,1285,3805,7425,2970,2510,760,1005
73 Fishleigh Dr,birchcliffe-cliffside,43.701371,-79.245529,2580000,5bds,2ba,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,7,1,4,0,0,4,0,0,0,0,1,0,0,3,3,33,1,4,0,0,4,0,0,0,0,1,POINT (-79.245529 43.701371),1577,315,755,151,476,95,346,69,3705,6435,2675,2590,1800,1285,3805,7425,2970,2510,760,1005
28 Fishleigh Dr,birchcliffe-cliffside,43.700665,-79.250643,1299000,6 bds,4 ba,,0,0,1,1,3,0,0,0,0,1,0,0,0,0,0,0,0,1,2,18,1,4,0,0,4,0,0,0,0,1,0,0,4,3,39,1,4,0,0,4,0,0,0,0,1,POINT (-79.250643 43.700665),1577,315,755,151,476,95,346,69,3705,6435,2675,2590,1800,1285,3805,7425,2970,2510,760,1005
17A S Woodrow Blvd,birchcliffe-cliffside,43.699423,-79.260028,1269000,4 bds,2 ba,,0,0,3,0,11,0,0,0,0,0,0,0,0,0,0,0,0,3,1,37,0,2,1,0,1,0,0,0,0,0,0,0,5,2,73,3,7,1,0,7,0,0,0,0,1,POINT (-79.260028 43.699423),1577,315,755,151,476,95,346,69,3705,6435,2675,2590,1800,1285,3805,7425,2970,2510,760,1005
271 Victoria Park Ave,birchcliffe-cliffside,43.683316,-79.284726,600000,1 bd,1 ba,,0,0,2,1,16,2,9,5,0,7,0,0,0,0,0,0,0,6,2,38,2,11,9,0,12,0,0,0,0,1,0,1,11,3,76,3,29,14,0,17,0,0,0,0,1,POINT (-79.284726 43.683316),1577,315,755,151,476,95,346,69,3705,6435,2675,2590,1800,1285,3805,7425,2970,2510,760,1005
14 Pinegrove Ave,birchcliffe-cliffside,43.698491,-79.263913,799000,4 bds,2 ba,,0,0,2,0,16,0,0,0,0,0,0,0,0,0,0,0,0,3,0,43,0,2,1,0,0,0,0,0,0,0,0,0,5,1,92,2,9,1,0,5,0,0,0,0,0,POINT (-79.263913 43.698491),1577,315,755,151,476,95,346,69,3705,6435,2675,2590,1800,1285,3805,7425,2970,2510,760,1005
14 Kildonan Dr,birchcliffe-cliffside,43.687027,-79.266351,2690000,5 bds,4 ba,,0,0,0,0,4,2,4,0,0,0,0,0,0,0,0,0,0,0,0,19,4,7,1,0,0,0,0,0,0,0,0,0,2,0,51,4,8,2,0,1,0,0,0,0,0,POINT (-79.266351 43.687027),1577,315,755,151,476,95,346,69,3705,6435,2675,2590,1800,1285,3805,7425,2970,2510,760,1005
197 S Woodrow Blvd,birchcliffe-cliffside,43.703661,-79.261775,699000,2 bds,1 ba,,0,0,1,0,7,0,0,0,0,0,0,0,0,0,0,0,0,4,1,53,0,0,0,0,4,0,0,0,0,0,0,0,6,2,88,1,7,1,0,11,0,0,0,0,1,POINT (-79.261775 43.703661),1577,315,755,151,476,95,346,69,3705,6435,2675,2590,1800,1285,3805,7425,2970,2510,760,1005
74 Natal Ave,birchcliffe-cliffside,43.712217,-79.253922,1049000,5,2,,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,1,3,3,51,1,6,0,0,9,0,0,0,0,1,0,1,6,3,84,1,6,0,0,9,0,0,0,0,1,POINT (-79.253922 43.712217),1577,315,755,151,476,95,346,69,3705,6435,2675,2590,1800,1285,3805,7425,2970,2510,760,1005
